id,year,category,nominee,staff,company,producer,win
680,2018, Character Voice-Over Performance,Family Guy,"Alex Borstein, as Lois Griffin, Babs Pewterschmidt, Natalia, Female Hippo, Woman in Car, Female Voice",FOX,20th Century Fox Television,True
681,2018, Character Voice-Over Performance,The Simpsons,"Dan Castellaneta, as Homer Simpson, Krusty the Clown, Groundskeeper Willie, Sideshow Mel",FOX,Gracie Films in association with 20th Century Fox Television,False
682,2018, Character Voice-Over Performance,American Dad!,"Seth MacFarlane, as Stan Smith, Roger Smith",TBS,20th Century Fox Television,False
683,2018, Character Voice-Over Performance,Family Guy,"Seth MacFarlane, as Stewie Griffin, Brian Griffin",FOX,20th Century Fox Television,False
684,2018, Character Voice-Over Performance,The Scariest Story Ever: A Mickey Mouse Halloween Spooktacular,"Russi Taylor, as Huey, Dewey, Louie, Grandma, The Witch, Minnie Mouse",Disney Channel,Disney Television Animation,False
685,2018, Animated Program,Baymax Returns (Big Hero 6: The Series),"Mark McCorkle, Executive Producer Bob Schooley, Executive Producer Nick Filippi, Executive Producer/Supervising Director Sharon Flynn, Written by Paiman Kalayeh, Written by Stephen Heneveld, Directed by Ben Juwono, Directed by Jill Jacobs, Timing Director Helen Roh, Timing Director Jungja Wolf, Timing Director",Disney XD,Disney Television Animation,False
686,2018, Animated Program,Bob's Burgers,"Loren Bouchard, Executive Producer Jim Dauterive, Executive Producer Dan Fybel, Executive Producer Rich Rinaldi, Executive Producer Nora Smith, Executive Producer Greg Thompson, Executive Producer Jon Schroeder, Executive Producer Scott Jacobson, Co-Executive Producer Holly Schlesinger, Co-Executive Producer Lizzie Molyneux, Co-Executive Producer/Written by Wendy Molyneux, Co-Executive Producer/Written by Steven Davis, Supervising Producer Kelvin Yu, Supervising Producer Janelle Momary-Neely, Supervising Producer Scott Greenberg, Animation Executive Producer Mike Penketh, Animation Producer Ian Hamilton, Director Bernard Derriman, Supervising Director Tony Gennaro, Assistant Supervising Director",FOX,20th Century Fox Television and Bento Box Entertainment,False
687,2018, Animated Program,Rick And Morty,"Dan Harmon, Executive Producer Justin Roiland, Executive Producer Delna Bhesania, Executive Producer Barry Ward, Executive Producer Keith Crofford, Executive Producer Mike Lazzo, Executive Producer Ryan Ridley, Co-Executive Producer Dan Guterman, Co-Executive Producer Mike McMahan, Supervising Producer Tom Kauffman, Producer Ollie Green, Producer J. Michael Mendel, Produced by Jessica Gao, Written by Wes Archer, Supervising Director Anthony Chun, Director Nathan Litz, Animation Director",Adult Swim,Williams Street Productions,True
688,2018, Animated Program,The Simpsons,"James L. Brooks, Executive Producer Matt Groening, Executive Producer Al Jean, Executive Producer Matt Selman, Executive Producer J. Stewart Burns, Co-Executive Producer Michael Price, Co-Executive Producer Bill Odenkirk, Co-Executive Producer Joel H. Cohen, Co-Executive Producer Rob Lazebnik, Co-Executive Producer Jeff Westbrook, Co-Executive Producer Brian Kelley, Co-Executive Producer Dan Vebber, Co-Executive Producer Ryan Koh, Co-Executive Producer Richard K. Chung, Producer Tom Klein, Animation Producer Andrea Romero, Animation Producer Mike B. Anderson, Supervising Producer Eddie Rosas, Assistant Director Sam Im, Lead Animation Timer Rob Oliver, Directed by John Frink, Written by",FOX,Gracie Films in association with 20th Century Fox Television,False
689,2018, Animated Program,South Park,"Trey Parker, Executive Producer/Directed by Matt Stone, Executive Producer Anne Garefino, Executive Producer Frank C. Agnone II, Executive Producer Eric Stough, Producer Adrien Beard, Producer Bruce Howell, Producer Vernon Chatman, Producer Jack Shih, Animation Producer Jenny Yu, Director of Animation",Comedy Central,Central Productions,False
721,2018, Casting For A Comedy Series,Atlanta,"Alexa L. Fogel, CSA, Casting by Tara Feldstein Bennett, CSA, Atlanta Casting Chase Paris, CSA, Atlanta Casting",FX Networks,FX Productions,False
722,2018, Casting For A Comedy Series,Barry,"Sharon Bialy, CSA, Casting by Sherry Thomas, CSA, Casting by",HBO,HBO Entertainment in association with Alec Berg and Hanarply,False
723,2018, Casting For A Comedy Series,GLOW,"Jennifer Euston, CSA, Casting by Elizabeth Barnes, CSA, Casting by",Netflix,"Glitter Pictures, LLC",False
724,2018, Casting For A Comedy Series,The Marvelous Mrs. Maisel,"Meredith Tucker, Original Casting by Jeanie Bacharach, CSA, Original Casting by Cindy Tolan, CSA, Casting by",Prime Video,Amazon Studios,True
725,2018, Casting For A Comedy Series,Silicon Valley,"Jeanne McCarthy, CSA, Casting by Nicole Abellera Hallman, CSA, Casting by Leslie Woo, CSA, Casting by",HBO,"HBO Entertainment in association with Judgemental Films, Alec Berg, 3 Arts Entertainment",False
726,2018, Casting For A Drama Series,The Crown,"Nina Gold, CSA, Casting by Robert Sterne, CSA, Casting by",Netflix,Left Bank Pictures in association with Sony Pictures Television,True
727,2018, Casting For A Drama Series,Game Of Thrones,"Nina Gold, CSA, Casting by Robert Sterne, CSA, Casting by Carla Stronge, CSA, Location Casting",HBO,"HBO Entertainment in association with Bighead, Littlehead; 360 Television/Startling Television",False
728,2018, Casting For A Drama Series,The Handmaid's Tale,"Sharon Bialy, CSA, Casting by Sherry Thomas, CSA, Casting by Russell Scott, CSA, Casting by Robin D. Cook, Canadian Casting by",Hulu,"MGM, Hulu, The Littlefield Company, White Oak Pictures, Daniel Wilson Productions",False
729,2018, Casting For A Drama Series,Stranger Things,"Carmen Cuba, CSA, Casting by Tara Feldstein Bennett, CSA, Location Casting Chase Paris, CSA, Location Casting",Netflix,A Netflix Original Production,False
730,2018, Casting For A Drama Series,Westworld,"John Papsidera, CSA, Casting by",HBO,"HBO Entertainment in association with Kilter Films, Bad Robot, Warner Bros. Television",False
731,2018," Casting For A Limited Series, Movie Or Special",The Assassination Of Gianni Versace: American Crime Story,"Courtney Bright, CSA, Casting by Nicole Daniels, CSA, Casting by",FX Networks,Fox 21 Television Studios and FX Productions,True
732,2018," Casting For A Limited Series, Movie Or Special",Godless,"Ellen Lewis, CSA, Casting by Rene Haynes, CSA, Native American Casting Jo Edna Boldin, CSA, Location Casting",Netflix,A Netflix Original Production,False
733,2018," Casting For A Limited Series, Movie Or Special",Jesus Christ Superstar Live In Concert,"Bernard Telsey, CSA, Casting by Patrick Goodwin, CSA, Casting by",NBC,"Universal Television, The Really Useful Group, Marc Platt Productions, Zadan/Meron Productions",False
734,2018," Casting For A Limited Series, Movie Or Special",The Looming Tower,"Avy Kaufman, CSA, Casting by Leo Davis, UK Casting Lissy Holm, UK Casting Moonyeenn Lee, South Africa Casting",Hulu,"Legendary Television, Hulu, South Slope Pictures, Jigsaw Productions, Wolf Moon Pictures",False
735,2018," Casting For A Limited Series, Movie Or Special",Patrick Melrose,"Nina Gold, CSA, Casting by Martin Ware, Casting by",Showtime,"Sky, Two Cities Television / Rachael Horovitz Prods. with SunnyMarch / Little Island Productions",False
736,2018, Choreography,The Late Late Show With James Corden,"Chloe Arnold, Choreographer",CBS,CBS Television Studios,False
737,2018, Choreography,So You Think You Can Dance,"Al Blackstone, Choreographer",FOX,"Dick Clark Productions, Inc. and 19 Entertainment",False
738,2018, Choreography,So You Think You Can Dance,"Mandy Moore, Choreographer",FOX,"Dick Clark Productions, Inc. and 19 Entertainment",True
739,2018, Choreography,So You Think You Can Dance,"Christopher Scott, Choreographer",FOX,"Dick Clark Productions, Inc. and 19 Entertainment",False
740,2018, Choreography,So You Think You Can Dance,"Travis Wall, Choreographer",FOX,"Dick Clark Productions, Inc. and 19 Entertainment",False
751,2018, Cinematography For A Limited Series Or Movie,The Alienist,"PJ Dillon, ISC, Director of Photography",TNT,A Paramount Television and Turner's Studio T co-production,False
752,2018, Cinematography For A Limited Series Or Movie,Fahrenheit 451,"Kramer Morgenthau, ASC, Director of Photography",HBO,"HBO Films in association with Brace Cove, Noruz Films, Outlier Society Productions",False
753,2018, Cinematography For A Limited Series Or Movie,Genius: Picasso,"Mathias Herndl, Director of Photography",National Geographic,Imagine Television and Fox 21 Television Studios,True
754,2018, Cinematography For A Limited Series Or Movie,Godless,"Steven Meizler, Director of Photography",Netflix,A Netflix Original Production,False
755,2018, Cinematography For A Limited Series Or Movie,Twin Peaks,"Peter Deming, ASC, Director of Photography",Showtime,"Rancho Rosa Partnership, Inc.",False
756,2018, Cinematography For A Limited Series Or Movie,USS Callister (Black Mirror),"Stephan Pehrsson, BSC, Director of Photography",Netflix,House of Tomorrow,False
757,2018, Cinematography For A Nonfiction Program,Anthony Bourdain: Parts Unknown,"Morgan Fallon, Director of Photography Jerry Risius, Director of Photography Tarik Hameedi, Director of Photography",CNN,"CNN Original Series and Zero Point Zero Production, Inc.",False
758,2018, Cinematography For A Nonfiction Program,Blue Planet II,"Gavin Thurston, Photography",BBC America,"BBC Studios and The Natural History Unit in co-production with BBC America, Tencent, WDR, France Télévisions, CCTV9",False
759,2018, Cinematography For A Nonfiction Program,Blue Planet II,"Ted Giffords, Photography Roger Munns, Photography",BBC America,"BBC Studios and The Natural History Unit in co-production with BBC America, Tencent, WDR, France Télévisions, CCTV9",False
760,2018, Cinematography For A Nonfiction Program,Chef's Table,"Adam Bricker, Director of Photography",Netflix,Boardwalk Pictures,False
761,2018, Cinematography For A Nonfiction Program,Jane,"Ellen Kuras, ASC, Director of Photography Hugo van Lawick, Archival Photography",National Geographic,National Geographic Studios in association with Public Road Productions,True
788,2018, Directing For A Comedy Series,Atlanta,"Donald Glover, Directed by",FX Networks,FX Productions,False
789,2018, Directing For A Comedy Series,Atlanta,"Hiro Murai, Directed by",FX Networks,FX Productions,False
790,2018, Directing For A Comedy Series,Barry,"Bill Hader, Directed by",HBO,HBO Entertainment in association with Alec Berg and Hanarply,False
791,2018, Directing For A Comedy Series,GLOW,"Jesse Peretz, Directed by",Netflix,"Glitter Pictures, LLC",False
792,2018, Directing For A Comedy Series,The Marvelous Mrs. Maisel,"Amy Sherman-Palladino, Directed by",Prime Video,Amazon Studios,True
793,2018, Directing For A Comedy Series,Silicon Valley,"Mike Judge, Directed by",HBO,"HBO Entertainment in association with Judgemental Films, Alec Berg, 3 Arts Entertainment",False
794,2018, Directing For A Drama Series,The Crown,"Stephen Daldry, Directed by",Netflix,Left Bank Pictures in association with Sony Pictures Television,True
795,2018, Directing For A Drama Series,Game Of Thrones,"Alan Taylor, Directed by",HBO,"HBO Entertainment in association with Bighead, Littlehead; 360 Television/Startling Television",False
796,2018, Directing For A Drama Series,Game Of Thrones,"Jeremy Podeswa, Directed by",HBO,"HBO Entertainment in association with Bighead, Littlehead; 360 Television/Startling Television",False
797,2018, Directing For A Drama Series,The Handmaid's Tale,"Kari Skogland, Directed by",Hulu,"MGM, Hulu, The Littlefield Company, White Oak Pictures, Daniel Wilson Productions",False
798,2018, Directing For A Drama Series,Ozark,"Jason Bateman, Directed by",Netflix,Media Rights Capital,False
799,2018, Directing For A Drama Series,Ozark,"Daniel Sackheim, Directed by",Netflix,Media Rights Capital,False
800,2018, Directing For A Drama Series,Stranger Things,"The Duffer Brothers, Directed by",Netflix,A Netflix Original Production,False
801,2018," Directing For A Limited Series, Movie Or Dramatic Special",The Assassination Of Gianni Versace: American Crime Story,"Ryan Murphy, Directed by",FX Networks,Fox 21 Television Studios and FX Productions,True
802,2018," Directing For A Limited Series, Movie Or Dramatic Special",Godless,"Scott Frank, Directed by",Netflix,A Netflix Original Production,False
803,2018," Directing For A Limited Series, Movie Or Dramatic Special",Jesus Christ Superstar Live In Concert,"David Leveaux, Directed by Alex Rudzinski, Live Television Directed by",NBC,"Universal Television, The Really Useful Group, Marc Platt Productions, Zadan/Meron Productions",False
804,2018," Directing For A Limited Series, Movie Or Dramatic Special",The Looming Tower,"Craig Zisk, Directed by",Hulu,"Legendary Television, Hulu, South Slope Pictures, Jigsaw Productions, Wolf Moon Pictures",False
805,2018," Directing For A Limited Series, Movie Or Dramatic Special",Paterno,"Barry Levinson, Directed by",HBO,"HBO Films in association with Sony Pictures Television, Levinson/Fontana and Edward R. Pressman/RP Media Company Productions",False
806,2018," Directing For A Limited Series, Movie Or Dramatic Special",Patrick Melrose,"Edward Berger, Directed by",Showtime,"Sky, Two Cities Television / Rachael Horovitz Prods. with SunnyMarch / Little Island Productions",False
807,2018," Directing For A Limited Series, Movie Or Dramatic Special",Twin Peaks,"David Lynch, Directed by",Showtime,"Rancho Rosa Partnership, Inc.",False
808,2018, Directing For A Variety Series,Full Frontal With Samantha Bee,"Andre Allen, Directed by",TBS,Jax Media,False
809,2018, Directing For A Variety Series,Last Week Tonight With John Oliver,"Paul Pennolino, Directed by",HBO,HBO Entertainment in association with Sixteen String Jack Productions and Avalon Television,False
810,2018, Directing For A Variety Series,The Late Late Show With James Corden,"Tim Mancinelli, Directed by",CBS,CBS Television Studios / Fulwell 73,False
811,2018, Directing For A Variety Series,The Late Show With Stephen Colbert,"Jim Hoskinson, Directed by",CBS,CBS Television Studios,False
812,2018, Directing For A Variety Series,Portlandia,"Carrie Brownstein, Directed by",IFC,Broadway Video,False
813,2018, Directing For A Variety Series,Saturday Night Live,"Don Roy King, Directed by",NBC,SNL Studios in association with Universal Television and Broadway Video,True
814,2018, Directing For A Variety Special,Dave Chappelle: Equanimity,"Stan Lathan, Directed by",Netflix,Pilot Boy Productions / Lathan TV,False
815,2018, Directing For A Variety Special,Jerry Seinfeld: Jerry Before Seinfeld,"Michael Bonfiglio, Directed by",Netflix,Embassy Row and Columbus 81,False
816,2018, Directing For A Variety Special,The Oscars,"Glenn Weiss, Directed by",ABC,The Academy of Motion Picture Arts and Sciences,True
817,2018, Directing For A Variety Special,Steve Martin & Martin Short: An Evening You Will Forget For The Rest Of Your Life,"Marcus Raboy, Directed by",Netflix,Broadway Video,False
818,2018, Directing For A Variety Special,Super Bowl LII Halftime Show Starring Justin Timberlake,"Hamish Hamilton, Directed by",NBC,NFL Network,False
819,2018, Directing For A Documentary/Nonfiction Program,Icarus,"Bryan Fogel, Directed by",Netflix,"A Netflix Documentary in association with Impact Partners, Diamond Docs, Chicago Media Project, Alex Productions",False
820,2018, Directing For A Documentary/Nonfiction Program,Jane,"Brett Morgen, Directed by",National Geographic,National Geographic Studios in association with Public Road Productions,True
821,2018, Directing For A Documentary/Nonfiction Program,The Vietnam War,"Ken Burns, Directed by Lynn Novick, Directed by",PBS,"Florentine Films and WETA, Washington, DC",False
822,2018, Directing For A Documentary/Nonfiction Program,Wild Wild Country,"Chapman Way, Directed by Maclain Way, Directed by",Netflix,A Duplass Brothers Production in association with Stardust Frames Productions and Submarine Entertainment,False
823,2018, Directing For A Documentary/Nonfiction Program,The Zen Diaries Of Garry Shandling,"Judd Apatow, Directed by",HBO,HBO Documentary Films in association with Apatow Productions,False
879,2018, Interactive Program,The Daily Show With Trevor Noah,"Trevor Noah, Executive Producer/Host The Daily Show Digital Team,  Comedy Central Digital Team, ",Comedy Central,"Central Productions, LLC",False
880,2018, Interactive Program,Full Frontal With Samantha Bee,"Samantha Bee, Executive Producer/Host Kim Burdges, Producer Carol Hartsell, Managing Digital Producer Ana Bretón, Digital Producer Caroline Schaper, Digital Producer",TBS,Jax Media,False
881,2018, Interactive Program,Last Week Tonight With John Oliver,"Partially Important Productions, ",HBO,HBO Entertainment in association with Sixteen String Jack Productions and Avalon Television,True
882,2018, Interactive Program,The Late Late Show With James Corden,"James Corden, Host Ben Winston, Executive Producer Rob Crabbe, Executive Producer Adam Abramson, Director of Digital Tyler White, Social Media Producer",CBS,CBS Television Studios / Fulwell 73,False
883,2018, Interactive Program,Saturday Night Live,"NBC, ",NBC,"Universal Television, SNL Studios, Broadway Video",False
884,2018, Original Interactive Program,Back To The Moon,"Hélène Leroux, Director Fx Goby, Director Google Doodles,  Google Spotlight Stories,  Nexus Studios, ",Google Spotlight Stories App,Google Spotlight Stories,False
885,2018, Original Interactive Program,Blade Runner 2049: Memory Lab,"Magnopus,  Alcon Interactive,  Oculus, ",Oculus,"Magnopus, Alcon Interactive, LLC, Oculus",False
886,2018, Original Interactive Program,Coco VR,"PIXAR,  Disney,  Magnopus, ",Oculus,"Magnopus, Disney•Pixar, Oculus",False
887,2018, Original Interactive Program,NASA JPL:  Cassini's Grand Finale,"NASA Jet Propulsion Laboratory, ",YouTube,NASA Jet Propulsion Laboratory,True
888,2018, Original Interactive Program,Spider-Man Homecoming VR Experience,"Jake Black, Head of VR Jake Zim, Senior Vice President, Virtual Reality, Sony Pictures Entertainment Tom Ham, Head of Business Development, Gaming and VR Create Advertising,  Sony Pictures Entertainment, ",PlayStation VR App,"Create Advertising, Sony Pictures Entertainment",False
963,2018, Lead Actor In A Comedy Series,black-ish,"Anthony Anderson, as Andre Johnson",ABC,ABC Studios,False
964,2018, Lead Actor In A Comedy Series,The Good Place,"Ted Danson, as Michael",NBC,"Universal Television, Fremulon, 3 Arts Entertainment",False
965,2018, Lead Actor In A Comedy Series,Curb Your Enthusiasm,"Larry David, as Himself",HBO,HBO Entertainment,False
966,2018, Lead Actor In A Comedy Series,Atlanta,"Donald Glover, as Earnest Marks",FX Networks,FX Productions,False
967,2018, Lead Actor In A Comedy Series,Barry,"Bill Hader, as Barry",HBO,HBO Entertainment in association with Alec Berg and Hanarply,True
968,2018, Lead Actor In A Comedy Series,Shameless,"William H. Macy, as Frank Gallagher",Showtime,"John Wells Productions, Bonanza Productions, Inc., Warner Bros. Television",False
969,2018, Lead Actor In A Drama Series,Ozark,"Jason Bateman, as Marty Byrde",Netflix,Media Rights Capital,False
970,2018, Lead Actor In A Drama Series,This Is Us,"Sterling K. Brown, as Randall Pearson",NBC,20th Century Fox Television,False
971,2018, Lead Actor In A Drama Series,Westworld,"Ed Harris, as The Man in Black",HBO,"HBO Entertainment in association with Kilter Films, Bad Robot, Warner Bros. Television",False
972,2018, Lead Actor In A Drama Series,The Americans,"Matthew Rhys, as Philip Jennings",FX Networks,Fox 21 Television Studios and FX Productions,True
973,2018, Lead Actor In A Drama Series,This Is Us,"Milo Ventimiglia, as Jack Pearson",NBC,20th Century Fox Television,False
974,2018, Lead Actor In A Drama Series,Westworld,"Jeffrey Wright, as Bernard",HBO,"HBO Entertainment in association with Kilter Films, Bad Robot, Warner Bros. Television",False
975,2018, Supporting Actor In A Limited Series Or Movie,Godless,"Jeff Daniels, as Frank Griffin",Netflix,A Netflix Original Production,True
976,2018, Supporting Actor In A Limited Series Or Movie,Jesus Christ Superstar Live In Concert,"Brandon Victor Dixon, as Judas",NBC,"Universal Television, The Really Useful Group, Marc Platt Productions, Zadan/Meron Productions",False
977,2018, Supporting Actor In A Limited Series Or Movie,Waco,"John Leguizamo, as Jacob Vazquez",Paramount Network,Brothers Dowdle Productions,False
978,2018, Supporting Actor In A Limited Series Or Movie,The Assassination Of Gianni Versace: American Crime Story,"Ricky Martin, as Antonio D'Amico",FX Networks,Fox 21 Television Studios and FX Productions,False
979,2018, Supporting Actor In A Limited Series Or Movie,The Assassination Of Gianni Versace: American Crime Story,"Edgar Ramírez, as Gianni Versace",FX Networks,Fox 21 Television Studios and FX Productions,False
980,2018, Supporting Actor In A Limited Series Or Movie,The Looming Tower,"Michael Stuhlbarg, as Richard Clarke",Hulu,"Legendary Television, Hulu, South Slope Pictures, Jigsaw Productions, Wolf Moon Pictures",False
981,2018, Supporting Actor In A Limited Series Or Movie,The Assassination Of Gianni Versace: American Crime Story,"Finn Wittrock, as Jeffrey Trail",FX Networks,Fox 21 Television Studios and FX Productions,False
982,2018, Lead Actress In A Comedy Series,Better Things,"Pamela Adlon, as Sam Fox",FX Networks,FX Productions,False
983,2018, Lead Actress In A Comedy Series,The Marvelous Mrs. Maisel,"Rachel Brosnahan, as Miriam 'Midge' Maisel",Prime Video,Amazon Studios,True
984,2018, Lead Actress In A Comedy Series,Mom,"Allison Janney, as Bonnie Plunkett",CBS,"Chuck Lorre Productions, Inc. in association with Warner Bros. Television",False
985,2018, Lead Actress In A Comedy Series,Insecure,"Issa Rae, as Issa Dee",HBO,"HBO Entertainment in association with Issa Rae Productions,  A Penny For Your Thoughts Entertainment, 3 Arts Entertainment",False
986,2018, Lead Actress In A Comedy Series,black-ish,"Tracee Ellis Ross, as Rainbow Johnson",ABC,ABC Studios,False
987,2018, Lead Actress In A Comedy Series,Grace And Frankie,"Lily Tomlin, as Frankie Bergstein",Netflix,Skydance Productions,False
988,2018, Lead Actress In A Drama Series,The Crown,"Claire Foy, as Queen Elizabeth II",Netflix,Left Bank Pictures in association with Sony Pictures Television,True
989,2018, Lead Actress In A Drama Series,Orphan Black,"Tatiana Maslany, as Sarah Manning, Helena, Alison Hendrix, Cosima Niehaus, Rachel Duncan, Krystal Goderitch, Elizabeth (Beth) Childs, Jennifer Fitzsimmons, Katja Obinger, Tony Sawicki, Veera Suominen (M.K.),  Camilla Torres and Unnamed Clone",BBC America,Temple Street in association with BBC America and Bell Media’s SPACE,False
990,2018, Lead Actress In A Drama Series,The Handmaid's Tale,"Elisabeth Moss, as Offred / June Osborne",Hulu,"MGM, Hulu, The Littlefield Company, White Oak Pictures, Daniel Wilson Productions",False
991,2018, Lead Actress In A Drama Series,Killing Eve,"Sandra Oh, as Eve Polastri",BBC America,Sid Gentle Films Ltd.,False
992,2018, Lead Actress In A Drama Series,The Americans,"Keri Russell, as Elizabeth Jennings",FX Networks,Fox 21 Television Studios and FX Productions,False
993,2018, Lead Actress In A Drama Series,Westworld,"Evan Rachel Wood, as Dolores",HBO,"HBO Entertainment in association with Kilter Films, Bad Robot, Warner Bros. Television",False
994,2018, Lead Actress In A Limited Series Or Movie,The Sinner,"Jessica Biel, as Cora Tannetti",USA,Universal Cable Productions,False
995,2018, Lead Actress In A Limited Series Or Movie,The Tale,"Laura Dern, as Jennifer",HBO,"HBO Films in association with Gamechanger Films, A Luminous Mind, Untitled Entertainment, Blackbird, One Two Films",False
996,2018, Lead Actress In A Limited Series Or Movie,Godless,"Michelle Dockery, as Alice Fletcher",Netflix,A Netflix Original Production,False
997,2018, Lead Actress In A Limited Series Or Movie,Law & Order True Crime: The Menendez Murders,"Edie Falco, as Leslie Abramson",NBC,Universal Television and Wolf Films,False
998,2018, Lead Actress In A Limited Series Or Movie,Seven Seconds,"Regina King, as Latrice Butler",Netflix,Fox 21 Television Studios,True
999,2018, Lead Actress In A Limited Series Or Movie,American Horror Story: Cult,"Sarah Paulson, as Ally Mayfair-Richards",FX Networks,Twentieth Century Fox Television,False
1000,2018, Supporting Actress In A Comedy Series,Atlanta,"Zazie Beetz, as Van",FX Networks,FX Productions,False
1001,2018, Supporting Actress In A Comedy Series,The Marvelous Mrs. Maisel,"Alex Borstein, as Susie",Prime Video,Amazon Studios,True
1002,2018, Supporting Actress In A Comedy Series,Saturday Night Live,"Aidy Bryant, as Various Characters",NBC,SNL Studios in association with Universal Television and Broadway Video,False
1003,2018, Supporting Actress In A Comedy Series,GLOW,"Betty Gilpin, as Debbie Eagan",Netflix,"Glitter Pictures, LLC",False
1004,2018, Supporting Actress In A Comedy Series,Saturday Night Live,"Leslie Jones, as Various Characters",NBC,SNL Studios in association with Universal Television and Broadway Video,False
1005,2018, Supporting Actress In A Comedy Series,Saturday Night Live,"Kate McKinnon, as Various Characters",NBC,SNL Studios in association with Universal Television and Broadway Video,False
1006,2018, Supporting Actress In A Comedy Series,Roseanne,"Laurie Metcalf, as Jackie Harris",ABC,Carsey-Werner Television,False
1007,2018, Supporting Actress In A Comedy Series,Will & Grace,"Megan Mullally, as Karen Walker",NBC,Universal Television,False
1008,2018, Supporting Actor In A Drama Series,Game Of Thrones,"Nikolaj Coster-Waldau, as Jaime Lannister",HBO,"HBO Entertainment in association with Bighead, Littlehead; 360 Television/Startling Television",False
1009,2018, Supporting Actor In A Drama Series,Game Of Thrones,"Peter Dinklage, as Tyrion Lannister",HBO,"HBO Entertainment in association with Bighead, Littlehead; 360 Television/Startling Television",True
1010,2018, Supporting Actor In A Drama Series,The Handmaid's Tale,"Joseph Fiennes, as Commander Waterford",Hulu,"MGM, Hulu, The Littlefield Company, White Oak Pictures, Daniel Wilson Productions",False
1011,2018, Supporting Actor In A Drama Series,Stranger Things,"David Harbour, as Jim Hopper",Netflix,A Netflix Original Production,False
1012,2018, Supporting Actor In A Drama Series,Homeland,"Mandy Patinkin, as Saul Berenson",Showtime,"Fox 21 Television Studios, Teakwood Lane Productions, Cherry Pie Productions, Keshet",False
1013,2018, Supporting Actor In A Drama Series,The Crown,"Matt Smith, as Prince Philip, Duke of Edinburgh",Netflix,Left Bank Pictures in association with Sony Pictures Television,False
1014,2018, Supporting Actress In A Drama Series,The Handmaid's Tale,"Alexis Bledel, as Ofglen",Hulu,"MGM, Hulu, The Littlefield Company, White Oak Pictures, Daniel Wilson Productions",False
1015,2018, Supporting Actress In A Drama Series,Stranger Things,"Millie Bobby Brown, as Eleven",Netflix,A Netflix Original Production,False
1016,2018, Supporting Actress In A Drama Series,The Handmaid's Tale,"Ann Dowd, as Aunt Lydia",Hulu,"MGM, Hulu, The Littlefield Company, White Oak Pictures, Daniel Wilson Productions",False
1017,2018, Supporting Actress In A Drama Series,Game Of Thrones,"Lena Headey, as Cersei Lannister",HBO,"HBO Entertainment in association with Bighead, Littlehead; 360 Television/Startling Television",False
1018,2018, Supporting Actress In A Drama Series,The Crown,"Vanessa Kirby, as Princess Margaret",Netflix,Left Bank Pictures in association with Sony Pictures Television,False
1019,2018, Supporting Actress In A Drama Series,Westworld,"Thandie Newton, as Maeve",HBO,"HBO Entertainment in association with Kilter Films, Bad Robot, Warner Bros. Television",True
1020,2018, Supporting Actress In A Drama Series,The Handmaid's Tale,"Yvonne Strahovski, as Serena Joy",Hulu,"MGM, Hulu, The Littlefield Company, White Oak Pictures, Daniel Wilson Productions",False
1021,2018, Supporting Actress In A Limited Series Or Movie,Jesus Christ Superstar Live In Concert,"Sara Bareilles, as Mary Magdalene",NBC,"Universal Television, The Really Useful Group, Marc Platt Productions, Zadan/Meron Productions",False
1022,2018, Supporting Actress In A Limited Series Or Movie,The Assassination Of Gianni Versace: American Crime Story,"Penélope Cruz, as Donatella Versace",FX Networks,Fox 21 Television Studios and FX Productions,False
1023,2018, Supporting Actress In A Limited Series Or Movie,The Assassination Of Gianni Versace: American Crime Story,"Judith Light, as Marilyn Miglin",FX Networks,Fox 21 Television Studios and FX Productions,False
1024,2018, Supporting Actress In A Limited Series Or Movie,American Horror Story: Cult,"Adina Porter, as Beverly Hope",FX Networks,Twentieth Century Fox Television,False
1025,2018, Supporting Actress In A Limited Series Or Movie,Godless,"Merritt Wever, as Mary Agnes",Netflix,A Netflix Original Production,True
1026,2018, Supporting Actress In A Limited Series Or Movie,Black Museum (Black Mirror),"Letitia Wright, as Nish",Netflix,House of Tomorrow,False
1027,2018, Guest Actor In A Comedy Series,Brooklyn Nine-Nine,"Sterling K. Brown, as Philip Davidson",FOX,"Universal Television, Fremulon, Dr. Goor Productions, 3 Arts Entertainment",False
1028,2018, Guest Actor In A Comedy Series,Curb Your Enthusiasm,"Bryan Cranston, as Dr. Templeton",HBO,HBO Entertainment,False
1029,2018, Guest Actor In A Comedy Series,Saturday Night Live,"Donald Glover, as Host",NBC,SNL Studios in association with Universal Television and Broadway Video,False
1030,2018, Guest Actor In A Comedy Series,Saturday Night Live,"Bill Hader, as Host",NBC,SNL Studios in association with Universal Television and Broadway Video,False
1031,2018, Guest Actor In A Comedy Series,Curb Your Enthusiasm,"Lin-Manuel Miranda, as Himself",HBO,HBO Entertainment,False
1032,2018, Guest Actor In A Comedy Series,Atlanta,"Katt Williams, as Willy",FX Networks,FX Productions,True
1033,2018, Guest Actor In A Drama Series,Homeland,"F. Murray Abraham, as Dar Adal",Showtime,"Fox 21 Television Studios, Teakwood Lane Productions, Cherry Pie Productions, Keshet",False
1034,2018, Guest Actor In A Drama Series,Mindhunter,"Cameron Britton, as Edmund Kemper",Netflix,A Netflix Original Production,False
