nominee,oscar_nomination,emmy_nomination,bafta_nomination,golden_globe_nomination
Dirk Bogarde,0,0,4,2
Tiger Bay,0,0,4,0
The Dresser,0,0,4,0
Bridge Of Spies,0,0,4,0
The Go-Between,0,0,4,0
Dunkirk,0,0,4,0
The Day Of The Jackal,0,0,3,0
Midnight Express,0,0,3,0
Death On The Nile,0,0,3,0
Sapphire,0,0,3,0
Gladiator,0,0,3,0
Picnic,0,0,3,0
Equus,0,0,3,0
Look Back In Anger,0,0,3,0
Baby Doll,0,0,3,0
Ryan's Daughter,0,0,3,0
Close Encounters Of The Third Kind,0,0,3,0
Julia,0,0,3,0
Saturday Night And Sunday Morning,0,0,3,0
BlacKkKlansman,0,0,3,0
Moonlight,0,0,3,0
Green Book,0,0,3,0
Crimes And Misdemeanors,0,0,3,0
Mia Farrow,0,0,3,7
North West Frontier,0,0,3,0
One Flew Over The Cuckoo's Nest,0,0,3,0
La La Land,0,0,3,0
Oliver!,0,0,3,0
Blade Runner 2049,0,0,3,0
Maigret Sets A Trap (Maigret Tend Un Piège),0,0,3,0
Nocturnal Animals,0,0,3,0
Anatomy Of A Murder,0,0,3,0
The Deadly Affair,0,0,3,0
The Deer Hunter,0,0,3,0
Manchester by the Sea,0,0,3,0
Alice Doesn't Live Here Anymore,0,0,3,0
Darkest Hour,0,0,3,0
The Piano,0,0,3,0
Stéphane Audran,0,0,3,0
The Slipper And The Rose,0,0,3,0
Morgan - A Suitable Case For Treatment,0,0,3,0
Alfie,0,0,3,0
Alan Rickman,0,0,3,1
Murder On The Orient Express,0,0,3,0
A Bridge Too Far,0,0,3,0
Tunes Of Glory,0,0,3,0
Yanks,0,0,3,0
Educating Rita,0,0,3,0
Tootsie,0,0,3,0
1917,0,0,3,0
Heat And Dust,0,0,3,0
The Trials Of Oscar Wilde,0,0,3,0
The Last Emperor,0,0,3,0
A Fish Called Wanda,0,0,3,0
Kenneth More,0,0,3,0
Trading Places,0,0,3,0
"Goodbye, Children (Au Revoir Les Enfants)",0,0,3,0
For Sama,0,0,3,0
Radio Days,0,0,3,0
Inherit The Wind,0,0,3,0
Edith Evans,0,0,3,2
A Private Function,0,0,3,0
"Greystoke: The Legend Of Tarzan, Lord Of The Apes",0,0,3,0
Jean De Florette,0,0,3,0
Back To The Future,0,0,3,0
Hannah And Her Sisters,0,0,3,0
Mona Lisa,0,0,3,0
A Room With A View,0,0,3,0
Bullitt,0,0,3,0
On Golden Pond,0,0,3,0
Kramer Vs Kramer,0,0,3,0
The Apartment,0,0,3,0
Raiders Of The Lost Ark,0,0,3,0
Elmer Gantry,0,0,3,0
"Crouching Tiger, Hidden Dragon (Wo Hu Cang Long)",0,0,3,0
First Man,0,0,3,0
All That Jazz,0,0,3,0
Dead Poets Society,0,0,3,0
Cold War,0,0,3,0
A Star Is Born,0,0,3,0
Dangerous Liaisons,0,0,3,0
Women In Love,0,0,2,0
Zorba The Greek,0,0,2,0
Ship Of Fools,0,0,2,0
Billy Elliot,0,0,2,0
The Graduate,0,0,2,0
The Madness Of King George,0,0,2,0
Mad Max: Fury Road,0,0,2,0
Billy Budd,0,0,2,0
Erin Brockovich,0,0,2,0
The Big Short,0,0,2,0
The Martian,0,0,2,0
Apollo 13,0,0,2,0
Lawrence Of Arabia,0,0,2,0
The Usual Suspects,0,0,2,0
O Brother Where Art Thou?,0,0,2,0
The Knack,0,0,2,0
In The Heat Of The Night,0,0,2,0
The Quiller Memorandum,0,0,2,0
The Spy Who Came In From The Cold,0,0,2,0
Viva Maria,0,0,2,0
Aaron Sorkin,0,0,2,0
Séance On A Wet Afternoon,0,0,2,0
A Man For All Seasons,0,0,2,0
Accident,0,0,2,0
The Pumpkin Eater,0,0,2,0
"Divorce, Italian Style (Divorzio All'Italiana)",0,0,2,0
Jamie Bell,0,0,2,0
Rita Tushingham,0,0,2,1
Whatever Happened To Baby Jane?,0,0,2,0
The Charge Of The Light Brigade,0,0,2,0
Darling,0,0,2,0
The Hill,0,0,2,0
Hud,0,0,2,0
The Bofors Gun,0,0,2,0
The Ipcress File,0,0,2,0
Days Of Wine And Roses,0,0,2,0
Dr Strangelove,0,0,2,0
Midnight Cowboy,0,0,2,0
Atlantic City,0,0,2,0
The Honorary Consul,0,0,2,0
Who Framed Roger Rabbit?,0,0,2,0
ET: The Extra-Terrestrial,0,0,2,0
Henry V,0,0,2,0
Mississippi Burning,0,0,2,0
Raging Bull,0,0,2,0
Fame,0,0,2,0
Rain Man,0,0,2,0
The Europeans,0,0,2,0
Alien,0,0,2,0
Goodfellas,0,0,2,0
Zelig,0,0,2,0
Superman,0,0,2,0
Simon Callow,0,0,2,0
Witness,0,0,2,0
Amadeus,0,0,2,0
Ran,0,0,2,0
Rosanna Arquette,0,0,2,1
Platoon,0,0,2,0
Cry Freedom,0,0,2,0
Carmen,0,0,2,0
Another Country,0,0,2,0
Once Upon A Time In America,0,0,2,0
Babette's Feast (Babettes Gæstebud),0,0,2,0
La Traviata,0,0,2,0
Prologue,0,0,2,0
"They Shoot Horses, Don't They?",0,0,2,0
Schindler's List,0,0,2,0
In The Line Of Fire,0,0,2,0
Cabaret,0,0,2,0
Taking Off,0,0,2,0
"Sunday, Bloody Sunday",0,0,2,0
Four Weddings And A Funeral,0,0,2,0
Day For Night (La Nuit Américaine),0,0,2,0
Pulp Fiction,0,0,2,0
Three Colours Red (Trois Couleurs: Rouge),0,0,2,0
Kes,0,0,2,0
"The Adventures Of Priscilla, Queen Of The Desert",0,0,2,0
Butch Cassidy And The Sundance Kid,0,0,2,0
The Prime Of Miss Jean Brodie,0,0,2,0
The Conversation,0,0,2,0
Taxi Driver,0,0,2,0
Dick Tracy,0,0,2,0
Rocky,0,0,2,0
Annie Hall,0,0,2,0
Bugsy Malone,0,0,2,0
Strictly Ballroom,0,0,2,0
Thelma And Louise,0,0,2,0
Cyrano De Bergerac,0,0,2,0
Liv Ullman,0,0,2,0
Jaws,0,0,2,0
Howards End,0,0,2,0
Chinatown,0,0,2,0
Nashville,0,0,2,0
Ray McAnally,0,0,2,0
Jojo Rabbit,0,0,2,0
True As A Turtle,0,0,2,0
Yesterday's Enemy,0,0,2,0
Carol,0,0,2,0
Mandy,0,0,2,0
"I'm All Right, Jack",0,0,2,0
The Young Lovers,0,0,2,0
Virginia McKenna,0,0,2,1
Lion,0,0,2,0
The Man Who Never Was,0,0,2,0
Sylvia Syms,0,0,2,0
Never On A Sunday,0,0,2,0
Let's Make Love,0,0,2,0
"Hiroshima, My Love (Hiroshima, Mon Amour)",0,0,2,0
The Adventure (L'Avventura),0,0,2,0
Tom Ford,0,0,2,1
Roman Holiday,0,0,2,0
Gervaise,0,0,2,0
Ashes And Diamonds (Popiól I Diament),0,0,2,0
Hayley Mills,0,0,2,2
Some Like It Hot,0,0,2,0
Smiles Of A Summer Night (Sommarnattens Leende),0,0,2,0
Call Me by Your Name,0,0,2,0
The Rose Tattoo,0,0,2,0
The Divided Heart,0,0,2,0
Donald Wolfit,0,0,2,0
Lady Bird,0,0,2,0
Yvonne Mitchell,0,0,2,0
The Prince And The Showgirl,0,0,2,0
Marty,0,0,2,0
Spotlight,0,0,2,0
Hell or High Water,0,0,2,0
East Of Eden,0,0,2,0
Ex Machina,0,0,2,0
The Hateful Eight,0,0,2,0
Judgment At Nuremberg,0,0,2,0
The Hustler,0,0,2,0
Seven Samurai (Shichinin No Samurai),0,0,2,0
"I, Tonya",0,0,2,0
Room At The Top,0,0,2,0
"Bachelor, 38",0,0,1,0
Salvatore Cascio,0,0,1,0
Philippe Noiret,0,0,1,0
Wale,0,0,1,0
Pelle The Conqueror (Pelle Erobreren),0,0,1,0
"Bradley Cooper, Will Fetters, Eric Roth",0,0,1,0
Women On The Verge Of A Nervous Breakdown (Mujeres Al Borde De Un Ataque De Nervios ),0,0,1,0
Laura San Giacomo,0,0,1,2
The Field,0,0,1,0
Driving Miss Daisy,0,0,1,0
73 Cows,0,0,1,0
Roughhouse,0,0,1,0
They Shall Not Grow Old,0,0,1,0
When Harry Met Sally,0,0,1,0
"Shane Connaughton, Jim Sheridan",0,0,1,0
"Sex, Lies And Videotape",0,0,1,0
The Adventures Of Baron Munchausen,0,0,1,0
RBG,0,0,1,0
McQueen,0,0,1,0
Free Solo,0,0,1,0
Life And Nothing But (La Vie Et Rien D'Autre),0,0,1,0
Salaam Bombay,0,0,1,0
Three Identical Strangers,0,0,1,0
Batman,0,0,1,0
Marfa,0,0,1,0
I'm OK,0,0,1,0
The Blue Door,0,0,1,0
Josh Singer,0,0,1,0
Derek Jacobi,0,0,1,1
Andrew Strong,0,0,1,0
Juliet Stevenson,0,0,1,0
Get Out,0,0,1,0
Amanda Plummer,0,0,1,1
"Dick Clement, Ian La Frenais, Roddy Doyle",0,0,1,0
"Jean-Paul Rappeneau, Jean-Claude Carrière",0,0,1,0
The Salesman,0,0,1,0
The Commitments,0,0,1,0
Dances With Wolves,0,0,1,0
The Silence Of The Lambs,0,0,1,0
Loveless,0,0,1,0
The Nasty Girl (Das Schreckliche Mädchen),0,0,1,0
First They Killed My Father,0,0,1,0
The Hairdresser's Husband (Le Mari De La Coiffeuse),0,0,1,0
Toto The Hero (Toto Le Héros),0,0,1,0
"Truly, Madly, Deeply",0,0,1,0
The Fisher King,0,0,1,0
I Am Not a Witch,0,0,1,0
The Ghoul,0,0,1,0
Michael Leeson,0,0,1,0
"Nicole Holofcener, Jeff Whitty",0,0,1,0
"Spike Lee, David Rabinowitz, Charlie Wachtel, Kevin Willmott",0,0,1,0
Billie Whitelaw,0,0,1,0
Phantom Thread,0,0,1,0
Capernaum,0,0,1,0
The Florida Project,0,0,1,0
Carrie Fisher,0,0,1,0
Paddington 2,0,0,1,0
Jawbone,0,0,1,0
Jesus Of Montreal (Jésus De Montréal),0,0,1,0
Milou In May  (Milou En Mai),0,0,1,0
All the Money in the World,0,0,1,0
Romeo And Juliet (Romuald Et Juliette),0,0,1,0
Ghost,0,0,1,0
Beauty and the Beast,0,0,1,0
Lady Macbeth,0,0,1,0
Kingdom of Us,0,0,1,0
Pretty Woman,0,0,1,0
The Hunt For Red October,0,0,1,0
Sheltering Sky,0,0,1,0
Bohemian Rhapsody,0,0,1,0
Dogman,0,0,1,0
Hugh Whitemore,0,0,1,0
Portrait Of A Lady On Fire,0,0,1,0
Yves Montand,0,0,1,0
Pain And Glory,0,0,1,0
Daniel Auteuil,0,0,1,0
The Farewell,0,0,1,0
John Thaw,0,0,1,0
Emily Lloyd,0,0,1,0
Susan Wooldridge,0,0,1,0
"Claude Berri, Gerard Brach",0,0,1,0
Taron Egerton,0,0,1,1
Le Mans '66,0,0,1,0
The Sacrifice (Offret),0,0,1,0
The Great Hack,0,0,1,0
Diego Maradona,0,0,1,0
Manon Of The Spring (Manon Des Sources),0,0,1,0
My Life As A Dog (Mitt Liv Som Hund),0,0,1,0
Apollo 11,0,0,1,0
Wish You Were Here,0,0,1,0
Personal Services,0,0,1,0
American Factory,0,0,1,0
The Trap,0,0,1,0
The Untouchables,0,0,1,0
Menno Mayjes,0,0,1,0
The Two Popes,0,0,1,0
A Beautiful Day in the Neighborhood,0,0,1,0
Retablo,0,0,1,0
Only You,0,0,1,0
Cathy Tyson,0,0,1,1
Rosemary Leach,0,0,1,0
Maiden,0,0,1,0
Bait,0,0,1,0
"Akira Kurosawa, Hideo Oguni, Masato Ide",0,0,1,0
Marriage Story,0,0,1,0
Betty Blue (37°2 Le Matin),0,0,1,0
Ginger And Fred (Ginger E Fred),0,0,1,0
Othello (Otello),0,0,1,0
Knives Out,0,0,1,0
Booksmart,0,0,1,0
Crocodile Dundee,0,0,1,0
Aliens,0,0,1,0
Kamali,0,0,1,0
Goldfish,0,0,1,0
Shoplifters,0,0,1,0
Dark Eyes (Oci Ciornie),0,0,1,0
A World Apart,0,0,1,0
Fantastic Beasts: The Crimes of Grindelwald,0,0,1,0
Moonstruck,0,0,1,0
Ray & Liz,0,0,1,0
Pili,0,0,1,0
Tucker: The Man And His Dream,0,0,1,0
A Cambodian Spring,0,0,1,0
Apostasy,0,0,1,0
Empire Of The Sun,0,0,1,0
Beast,0,0,1,0
Edward Scissorhands,0,0,1,0
Mary Poppins Returns,0,0,1,0
Steve Coogan,0,0,1,0
Wings Of Desire (Der Himmel Über Berlin),0,0,1,0
Fatal Attraction,0,0,1,0
Azaar,0,0,1,0
"Todd Phillips, Scott Silver",0,0,1,0
Learning To Skateboard In A Warzone (If You're A Girl),0,0,1,0
The Magic Boat,0,0,1,0
In Her Boots,0,0,1,0
John Cleese,0,0,1,1
Grandad Was A Romantic,0,0,1,0
Michael Palin,0,0,1,0
Anthony McCarten,0,0,1,0
Joss Ackland,0,0,1,0
David Suchet,0,0,1,0
Taika Waititi,0,0,1,0
"Jeffrey Price, Peter S Seaman",0,0,1,0
Mary Queen of Scots,0,0,1,0
Beautiful Boy,0,0,1,0
Can You Ever Forgive Me?,0,0,1,0
Maria Aitken,0,0,1,0
Gabriel Axel,0,0,1,0
Tom Stoppard,0,0,1,0
Green Card,0,0,1,0
Tara Morice,0,0,1,0
The Addams Family,0,0,1,0
Gary Lewis,0,0,1,0
Notes on Blindness,0,0,1,0
The Eagle Huntress,0,0,1,0
Oliver Reed,0,0,1,0
Ken Loach,0,0,1,0
Zhang Ziyi,0,0,1,0
Stephen Gaghan,0,0,1,0
Robert Nelson Jacobs,0,0,1,0
"DV De Vincentis, Steve Pink, John Cusack, Scott Rosenberg",0,0,1,0
"James Schamus, Wang Hui-Ling, Tsai Kuo-Jung",0,0,1,0
Steve Kloves,0,0,1,0
Standby,0,0,1,0
The Party,0,0,1,0
Mouth of Hell,0,0,1,0
Consumed,0,0,1,0
Paul Hogan,0,0,1,1
Weiner,0,0,1,0
Elizabeth Spriggs,0,0,1,0
Toni Erdmann,0,0,1,0
Babe,0,0,1,0
The Postman (Il Postino),0,0,1,0
Les Miserables,0,0,1,0
Queen Margot (La Reine Margot),0,0,1,0
Mustang,0,0,1,0
Burnt By The Sun (Utomlyonnye Solntsem),0,0,1,0
Julieta,0,0,1,0
Dheepan,0,0,1,0
Son of Saul,0,0,1,0
Arrival,0,0,1,0
Hacksaw Ridge,0,0,1,0
Bullets Over Broadway,0,0,1,0
Muriel's Wedding,0,0,1,0
Seven,0,0,1,0
Braveheart,0,0,1,0
Sense And Sensibility,0,0,1,0
Home,0,0,1,0
Traffic,0,0,1,0
Tough,0,0,1,0
In The Mood For Love (Fa Yeung Nin Wa),0,0,1,0
Samuel-613,0,0,1,0
Debbie Tucker Green,0,0,1,0
Alex Garland,0,0,1,0
"Naji Abu Nowar, Rupert Lloyd",0,0,1,0
Todd Haynes,0,0,1,1
Inside Out,0,0,1,0
Amy,0,0,1,0
Listen To Me Marlon,0,0,1,0
Sherpa,0,0,1,0
The Revenant,0,0,1,0
Wild Tales,0,0,1,0
The Assassin,0,0,1,0
Force Majeure,0,0,1,0
Theeb,0,0,1,0
Timbuktu,0,0,1,0
Over,0,0,1,0
Mining Poems Or Odes,0,0,1,0
"Sean McAllister, Elhum Shakerifar",0,0,1,0
Nick Hornby,0,0,1,0
The Girl On The Bridge (La Fille Sur Le Pont),0,0,1,0
"Harry, He's Here To Help (Harry, Un Ami Qui Vous Veut Du Bien)",0,0,1,0
The Alan Dimension,0,0,1,0
Malena,0,0,1,0
A Love Story,0,0,1,0
Almost Famous,0,0,1,0
"Theodore Melfi, Allison Schroeder",0,0,1,0
"Robert Schenkkan, Andrew Knight",0,0,1,0
Chocolat,0,0,1,0
Quills,0,0,1,0
"Adam McKay, Charles Randolph",0,0,1,0
Phyllis Nagy,0,0,1,0
Elephant,0,0,1,0
Emma Donoghue,0,0,1,0
Luke Davies,0,0,1,0
Edmond,0,0,1,0
Brooklyn,0,0,1,0
Steve Jobs,0,0,1,0
Manoman,0,0,1,0
Beasts Of No Nation,0,0,1,0
Sicario,0,0,1,0
Star Wars: The Force Awakens,0,0,1,0
Operator,0,0,1,0
Stephen Fingleton,0,0,1,0
Elle,0,0,1,0
The Lovers On The Bridge (Les Amants Du Pont Neuf),0,0,1,0
"Europa, Europa",0,0,1,0
Husbands And Wives,0,0,1,0
The Crying Game,0,0,1,0
Hear My Song,0,0,1,0
Unforgiven,0,0,1,0
Chaplin,0,0,1,0
The Last Of The Mohicans,0,0,1,0
Aamir,0,0,1,0
Cowboy Dave,0,0,1,0
Miriam Margolyes,0,0,1,0
Mamoon,0,0,1,0
Have Heart,0,0,1,0
The Fugitive,0,0,1,0
Poles Apart,0,0,1,0
"Simon Farnaby, Paul King",0,0,1,0
Matt Greenhalgh,0,0,1,0
Delicatessen,0,0,1,0
Raise The Red Lantern (Da Hong Deng Long Gao Gao Gua),0,0,1,0
A Drowning Man,0,0,1,0
Terminator 2: Judgement Day,0,0,1,0
The Handmaiden,0,0,1,0
Baby Driver,0,0,1,0
Samuel West,0,0,1,0
An Inconvenient Sequel,0,0,1,0
"Baz Luhrmann, Craig Pearce",0,0,1,0
JFK,0,0,1,0
Cape Fear,0,0,1,0
City of Ghosts,0,0,1,0
I Am Not Your Negro,0,0,1,0
The Player,0,0,1,0
Wren Boys,0,0,1,0
Work,0,0,1,0
Farewell My Concubine (Ba Wang Bie Ji),0,0,1,0
"Armando Iannucci, Ian Martin, David Schneider",0,0,1,0
A Heart In Winter (Un Coeur En Hiver),0,0,1,0
To Live (Huozhe),0,0,1,0
"John Donnelly, Ben A. Williams",0,0,1,0
The Age Of Beauty (Belle Epoque),0,0,1,0
"Pete Middleton James Spinney, Jo-Jo Ellison",0,0,1,0
"George Amponsah, Dionne Walker",0,0,1,0
"Eat Drink, Man Woman (Yin Shi Nan Nu)",0,0,1,0
"Mike Carey , Camille Gatin",0,0,1,0
"Babak Anvari, Emily Leo, Oliver Roskill, Lucan Toh",0,0,1,0
Philadelphia,0,0,1,0
"I, Daniel Blake",0,0,1,0
Interview With The Vampire,0,0,1,0
Mary Shelley's Frankenstein,0,0,1,0
The Mask,0,0,1,0
Fantastic Beasts and Where to Find Them,0,0,1,0
Doctor Strange,0,0,1,0
Forrest Gump,0,0,1,0
John Hannah,0,0,1,0
Like Water For Chocolate (Como Agua Para Chocolate),0,0,1,0
Indochina (Indochine),0,0,1,0
Groundhog Day,0,0,1,0
Sleepless In Seattle,0,0,1,0
The Age Of Innocence,0,0,1,0
Bram Stoker's Dracula,0,0,1,0
Hugh Grant,0,0,1,5
I Daniel Blake,0,0,1,0
Samuel L Jackson,0,0,1,0
Fences,0,0,1,0
"Hail, Caesar!",0,0,1,0
Linda Fiorentino,0,0,1,0
Irène Jacob,0,0,1,0
Florence Foster Jenkins,0,0,1,0
Charlotte Coleman,0,0,1,0
"Amy Tan, Ronald Bass",0,0,1,0
Speed,0,0,1,0
Return Journey,0,0,1,0
The Savage Eye,0,0,1,0
The Entertainer,0,0,1,0
The Day They Robbed The Bank Of England,0,0,1,0
John Fraser,0,0,1,0
White Wilderness,0,0,1,0
We Are The Lambeth Boys,0,0,1,0
This Is The BBC,0,0,1,0
The Siege Of Pinchgut,0,0,1,0
The Key,0,0,1,0
Auntie Mame,0,0,1,0
A Matter Of Dignity,0,0,1,0
I Want To Live,0,0,1,0
On The Beach,0,0,1,0
Ask Any Girl,0,0,1,0
Living (Ikiru),0,0,1,0
Hell Is A City,0,0,1,0
The League Of Gentlemen,0,0,1,0
The Millionairess,0,0,1,0
A Touch Of Larceny,0,0,1,0
The Sweet Life (La Dolce Vita),0,0,1,0
Black Orpheus (Orfeu Negro),0,0,1,0
The Four Hundred Blows (Les Quatre Cents Coups),0,0,1,0
Shadows,0,0,1,0
Spartacus,0,0,1,0
"The Testament Of Orpheus (Le Testament D'Orphée, ou ne me demandez pas pourquoi!)",0,0,1,0
Crime And Punishment USA,0,0,1,0
Dora Bryan,0,0,1,0
The Day The Earth Caught Fire,0,0,1,0
A Taste Of Honey,0,0,1,0
Flame In The Streets,0,0,1,0
The Guns Of Navarone,0,0,1,0
Victim,0,0,1,0
The Nun's Story,0,0,1,0
Gigi,0,0,1,0
Compulsion,0,0,1,0
No Down Payment,0,0,1,0
A Night To Remember,0,0,1,0
Violent Playground,0,0,1,0
The Young Lions,0,0,1,0
The Sheepman,0,0,1,0
The Enemy Below/The Inn Of The Sixth Happiness,0,0,1,0
Witness For The Prosecution,0,0,1,0
Cat On A Hot Tin Roof,0,0,1,0
Wild Strawberries (Smultronstället),0,0,1,0
The Last Hurrah,0,0,1,0
The Inn Of The Sixth Happiness,0,0,1,0
Wild Is The Wind,0,0,1,0
Cabiria (Le Notti Di Cabiria),0,0,1,0
The Cranes Are Flying (Letyat Zhuravli),0,0,1,0
Cat on a Hot Tin Roof,0,0,1,0
Orders To Kill,0,0,1,0
The Big Country,0,0,1,0
Sayonara,0,0,1,0
Canal (Kanal),0,0,1,0
Camp On Blood Island,0,0,1,0
Nowhere To Go,0,0,1,0
What Lola Wants,0,0,1,0
Stanley Baker,0,0,1,0
Gordon Jackson,0,0,1,0
Kay Walsh,0,0,1,0
Blind Date,0,0,1,0
Expresso Bongo,0,0,1,0
The Horse's Mouth,0,0,1,0
No Trees In The Street,0,0,1,0
Ben Hur,0,0,1,0
The Face (Ansiktet),0,0,1,0
Whistle Down The Wind,0,0,1,0
Ballad Of A Soldier (Ballada O Soldate),0,0,1,0
The Night Watch (Le Trou),0,0,1,0
Brute Force And Finesse,0,0,1,0
"Yesterday, Today And Tomorrow (Ieri, Oggi, Domani)",0,0,1,0
Charade,0,0,1,0
Lilies Of The Field,0,0,1,0
The Night Of The Iguana,0,0,1,0
Irma La Douce/What A Way To Go,0,0,1,0
Harry Andrews,0,0,1,0
The Killers/Cat Ballou,0,0,1,0
Good Neighbour Sam/How To Murder Your Wife,0,0,1,0
Hamlet (Gamlet),0,0,1,0
In Harm's Way,0,0,1,0
Cat Ballou,0,0,1,0
Tokyo Olympiad,0,0,1,0
Deckie Learner,0,0,1,0
To Kill A Mockingbird,0,0,1,0
Stravinsky,0,0,1,0
David Warner,0,0,1,0
Georgy Girl,0,0,1,0
It Happened Here,0,0,1,0
Arabesque,0,0,1,0
The Pawnbroker,0,0,1,0
Pierrot Le Fou,0,0,1,0
A Patch Of Blue,0,0,1,0
The Group,0,0,1,0
The Sleeping Car Murder,0,0,1,0
Goal! The World Cup,0,0,1,0
Buster Keaton Rides Again,0,0,1,0
I'm Going To Ask You To Get Up Out Of Your Seat,0,0,1,0
Becket,0,0,1,0
David And Lisa,0,0,1,0
The Best Of Enemies,0,0,1,0
Light In The Piazza,0,0,1,0
Two Women,0,0,1,0
Rocco And His Brothers (Rocco E I Suoi Fratelli),0,0,1,0
Breathless,0,0,1,0
Virginia Maskell,0,0,1,0
Janet Munro,0,0,1,0
A Kind Of Loving,0,0,1,0
Only Two Can Play,0,0,1,0
Tiara Tahiti,0,0,1,0
Waltz Of The Toreadors,0,0,1,0
The Birdman Of Alcatraz,0,0,1,0
"Leon Morin, Priest",0,0,1,0
Accattone,0,0,1,0
Lonely Are The Brave,0,0,1,0
Advise And Consent,0,0,1,0
This Sporting Life,0,0,1,0
The Long Absence,0,0,1,0
The Miracle Worker,0,0,1,0
Lois,0,0,1,0
Through A Glass Darkly (Såsom I En Spegel),0,0,1,0
Phaedra,0,0,1,0
Jules Et Jim,0,0,1,0
Sweet Bird Of Youth,0,0,1,0
Splendour In The Grass,0,0,1,0
Barbara Windsor,0,0,1,0
Tom Jones,0,0,1,1
Billy Liar,0,0,1,0
The Servant,0,0,1,0
The Man Upstairs,0,0,1,0
The Inn of the Sixth Happiness,0,0,1,0
The Purple Plain,0,0,1,0
About Mrs Leslie,0,0,1,0
The Glenn Miller Story,0,0,1,0
Executive Suite,0,0,1,0
The Caine Mutiny,0,0,1,0
Riot In Cell Block 11,0,0,1,0
On The Waterfront,0,0,1,0
The Maggie,0,0,1,0
Indiscreet,0,0,1,0
The Knave Of Hearts,0,0,1,0
Hobson's Choice,0,0,1,0
Doctor In The House,0,0,1,0
Noelle Middleton,0,0,1,0
Brenda De Banzie,0,0,1,0
Phffft,0,0,1,0
Dial M For Murder,0,0,1,0
"Bread, Love And Dreams (Pane, Amore E Fantasia)",0,0,1,0
The Moon is Blue,0,0,1,0
On the Waterfront,0,0,1,0
Alfie Bass,0,0,1,0
David Kossoff,0,0,1,0
Katie Johnson,0,0,1,0
Margaret Johnson,0,0,1,0
Margaret Lockwood,0,0,1,0
The Ladykillers,0,0,1,0
The Constant Husband,0,0,1,0
The Dambusters,0,0,1,0
The Deep Blue Sea,0,0,1,0
Doctor At Sea,0,0,1,0
The Night My Number Came Up,0,0,1,0
Maurice Denham,0,0,1,0
The Marrying Kind,0,0,1,0
James Hayter,0,0,1,0
Nigel Patrick,0,0,1,1
Alastair Sim,0,0,1,0
Phyllis Calvert,0,0,1,0
Ann Todd,0,0,1,0
"Viva, Zapata!",0,0,1,0
The African Queen,0,0,1,0
God Needs Men (Dieu A Besoin Des Hommes),0,0,1,0
Miracle in Milan (Miracolo A Milano),0,0,1,0
Death Of A Salesman,0,0,1,0
Golden Helmet (Casque D'Or),0,0,1,0
Olivia,0,0,1,0
Pat And Mike,0,0,1,0
The Strange Ones  (Les Enfants Terribles),0,0,1,0
Moulin Rouge,0,0,1,0
Limelight,0,0,1,0
The Importance Of Being Earnest,0,0,1,0
Duncan Macrae,0,0,1,0
Kenneth Moore,0,0,1,0
Julius Caesar,0,0,1,0
Shane,0,0,1,0
Diary Of A Country Priest (Journal D'Un Curé De Campagne),0,0,1,0
We Are All Murderers (Nous Sommes Tous Des Assassins),0,0,1,0
The Actress,0,0,1,0
Lili,0,0,1,0
"Come Back, Little Sheba",0,0,1,0
The Medium,0,0,1,0
The Heart Of The Matter,0,0,1,0
Trouble In Store,0,0,1,0
Simba,0,0,1,0
Touch And Go,0,0,1,0
Mister Roberts,0,0,1,0
A Hatful Of Rain,0,0,1,0
Windom's Way,0,0,1,0
Woman In A Dressing Gown,0,0,1,0
Twelve Angry Men,0,0,1,0
Time Limit,0,0,1,0
The Gates Of Paris (Porte Des Lilas),0,0,1,0
The Sweet Smell of Success,0,0,1,0
Pig Across Paris (La Traversée De Paris),0,0,1,0
"Heaven Knows, Mr Allison",0,0,1,0
A Man Is Ten Feet Tall,0,0,1,0
The Great Man,0,0,1,0
The Witches Of Salem (Les Sorcières De Salem),0,0,1,0
That Night,0,0,1,0
The Rainmaker,0,0,1,0
Is Anna Anderson Anastasia? (Anastasia - Die Letzte Zarentochter),0,0,1,0
The Three Faces Of Eve,0,0,1,0
The Smallest Show On Earth,0,0,1,0
Brothers In Law,0,0,1,0
The Witches Of Salem ( Les Sorcières De Salem),0,0,1,0
The Young Stranger,0,0,1,0
Michael Craig,0,0,1,0
IS Johar,0,0,1,0
Terry Thomas,0,0,1,0
Irene Worth,0,0,1,0
Karuna Banerjee,0,0,1,0
Orders to Kill,0,0,1,0
Bonjour Tristesse,0,0,1,0
A Cry From The Streets,0,0,1,0
Ice Cold In Alex,0,0,1,0
The Story Of Esther Costello,0,0,1,0
The Man In The Sky,0,0,1,0
Not as a Stranger,0,0,1,0
A Town Like Alice,0,0,1,0
Carmen Jones,0,0,1,0
I Am A Camera,0,0,1,0
Summer Madness,0,0,1,0
The Country Girl,0,0,1,0
The Road (La Strada),0,0,1,0
The Seven Year Itch,0,0,1,0
That Lady,0,0,1,0
Dorothy Allison,0,0,1,0
The Battle Of the River Plate,0,0,1,0
The Green Man,0,0,1,0
Private's Progress,0,0,1,0
Reach For The Sky,0,0,1,0
Smiley,0,0,1,0
Three Men In A Boat,0,0,1,0
Yield To The Night,0,0,1,0
Hell Drivers,0,0,1,0
Rebel Without A Cause,0,0,1,0
The  Unfrocked One (Le Défroqué),0,0,1,0
The Man With The Golden Arm,0,0,1,0
The Mountain,0,0,1,0
