nominee,oscar_nomination,emmy_nomination,bafta_nomination,golden_globe_nomination,director_count,writer_count,actor_count
Meryl Streep,21,0,7,32,0,0,45
Woody Allen,18,0,1,7,45,45,27
Katharine Hepburn,12,0,2,8,0,0,8
William Wyler,12,0,0,5,5,0,0
Jack Nicholson,12,0,1,17,1,0,30
Bette Davis,11,0,0,3,0,0,10
Martin Scorsese,10,0,0,9,25,3,5
Laurence Olivier,10,0,6,5,0,0,12
Spencer Tracy,9,0,0,4,0,0,9
Al Pacino,9,0,1,18,0,0,36
Denzel Washington,9,0,0,9,3,0,42
Paul Newman,9,0,0,11,1,1,18
Steven Spielberg,9,0,2,12,31,4,0
Glenn Close,8,0,2,13,0,0,28
Judi Dench,8,0,5,12,0,0,30
Ingmar Bergman,8,0,0,1,6,7,0
David Lean,8,0,1,4,6,1,0
Peter O'Toole,8,0,3,10,0,0,18
Cate Blanchett,8,0,1,10,0,0,39
Jack Lemmon,8,0,0,22,0,0,19
Robert De Niro,8,0,1,9,2,0,79
Marlon Brando,8,0,1,6,1,0,17
Billy Wilder,8,0,0,5,12,12,0
Geraldine Page,8,0,0,9,0,0,8
John Huston,8,0,0,7,13,4,5
Richard Burton,7,0,3,6,0,0,9
Jeff Bridges,7,0,0,5,0,0,47
Fred Zinnemann,7,0,0,7,6,0,0
Joseph L. Mankiewicz,7,0,0,2,6,4,0
Ingrid Bergman,7,0,0,8,0,0,6
Robert Duvall,7,0,0,7,1,1,44
Jane Fonda,7,0,4,11,0,0,19
Greer Garson,7,0,0,1,0,0,1
Richard Brooks,7,0,0,2,3,2,7
Dustin Hoffman,7,0,1,12,2,0,35
Kate Winslet,7,0,1,11,0,0,31
Vanessa Redgrave,6,0,2,13,0,0,23
Elia Kazan,6,0,0,4,2,0,0
Frances McDormand,6,0,2,6,0,0,26
Deborah Kerr,6,0,4,4,0,0,6
Maggie Smith,6,0,9,11,0,0,27
Frank Capra,6,0,0,1,4,0,0
Robert Benton,6,0,1,1,9,7,0
Clint Eastwood,6,0,0,7,36,0,45
Jessica Lange,6,0,1,15,0,0,21
Leonardo DiCaprio,6,0,2,12,0,0,26
Tom Hanks,6,0,2,10,2,2,45
Anthony Hopkins,6,0,3,7,1,1,49
Michael Caine,6,0,3,12,0,0,63
Sissy Spacek,6,0,2,7,0,0,22
Amy Adams,6,0,1,9,0,0,31
Thelma Ritter,6,0,0,3,0,0,3
Ellen Burstyn,6,0,1,7,0,0,25
Norma Shearer,6,0,0,0,0,0,3
Paul Muni,6,0,0,0,0,0,0
Stanley Kubrick,6,0,1,4,10,8,0
Jodie Foster,5,0,2,7,4,0,22
Oliver Stone,5,0,0,4,19,13,1
Gene Hackman,5,0,1,8,0,0,50
Gregory Peck,5,0,0,6,0,0,11
Nicole Kidman,5,0,1,14,0,0,47
Sean Penn,5,0,0,5,4,3,36
Elizabeth Taylor,5,0,2,4,0,1,10
George Cukor,5,0,0,3,7,0,0
Susan Hayward,5,0,0,2,0,0,5
Kenneth Branagh,5,0,1,4,14,6,19
Gary Cooper,5,0,0,2,0,0,5
Warren Beatty,5,0,0,8,4,5,8
Albert Finney,5,0,3,8,0,0,18
Anne Bancroft,5,0,5,8,0,0,20
Michelle Williams,5,0,0,6,0,0,25
Paul Thomas Anderson,5,0,0,0,8,8,0
James Stewart,5,0,0,3,0,0,11
Alfred Hitchcock,5,0,0,1,15,1,0
Robert Altman,5,0,0,4,20,5,0
George Clooney,5,0,0,10,6,3,32
Olivia de Havilland,5,0,0,3,0,0,3
Michael Curtiz,5,0,0,0,5,0,0
Susan Sarandon,5,0,2,9,0,0,50
Arthur Kennedy,5,0,0,2,0,0,7
King Vidor,5,0,0,1,3,0,1
Emma Thompson,5,0,4,9,0,5,27
Alec Guinness,5,0,3,3,0,0,15
Fredric March,5,0,0,3,0,0,4
George Seaton,5,0,0,0,2,2,0
Morgan Freeman,5,0,0,5,1,0,68
Irene Dunne,5,0,0,0,0,0,2
George Stevens,5,0,0,3,3,0,0
Annette Bening,5,0,2,9,0,0,28
Jennifer Jones,5,0,0,2,0,0,6
Peter Weir,5,0,0,4,10,4,3
Carl Foreman,5,0,0,0,0,1,0
Shirley MacLaine,5,0,4,18,0,0,20
John Ford,5,0,0,1,6,0,2
Bradley Cooper,5,0,1,4,1,1,29
Audrey Hepburn,5,0,5,9,0,0,8
Daniel Day-Lewis,5,0,4,8,0,0,14
Leo McCarey,5,0,0,1,1,1,0
Julianne Moore,5,0,0,9,0,0,50
Clarence Brown,5,0,0,0,5,0,0
Joanne Woodward,4,0,2,10,0,0,5
Philip Seymour Hoffman,4,0,0,5,0,0,36
Claude Rains,4,0,0,0,0,0,5
Montgomery Clift,4,0,0,1,0,0,5
Maureen Stapleton,4,0,0,5,0,0,13
William Hurt,4,0,1,5,0,0,41
Jane Wyman,4,0,0,4,0,0,2
Francis Ford Coppola,4,0,1,6,19,13,0
Mickey Rooney,4,0,0,2,0,0,17
Mike Nichols,4,0,0,5,16,0,0
Joaquin Phoenix,4,0,2,6,0,0,25
Sidney Lumet,4,0,0,6,17,2,0
Geoffrey Rush,4,0,1,6,0,0,25
Barbara Stanwyck,4,0,0,4,0,0,9
Mike Leigh,4,0,0,0,7,7,0
Ben Hecht,4,0,0,0,0,6,0
Paddy Chayefsky,4,0,2,0,0,2,0
Jennifer Lawrence,4,0,0,4,0,0,20
Anthony Quinn,4,0,0,5,0,0,15
Ethel Barrymore,4,0,0,0,0,0,1
Saoirse Ronan,4,0,3,4,0,0,19
Kathy Bates,4,0,1,8,0,0,44
Emma Stone,4,0,1,5,0,0,20
Jane Alexander,4,0,0,2,0,0,13
Burt Lancaster,4,0,0,5,0,0,14
Glenda Jackson,4,0,3,8,0,0,3
Lee Grant,4,0,0,5,1,0,13
Christian Bale,4,0,1,5,0,0,38
Shelley Winters,4,0,0,6,0,0,15
Agnes Moorehead,4,0,0,2,0,0,3
Rosalind Russell,4,0,0,5,0,0,2
Tommy Lee Jones,4,0,2,4,2,1,36
Penélope Cruz,4,0,0,4,0,0,25
Jon Voight,4,0,0,10,0,1,34
Julia Roberts,4,0,2,9,0,0,36
Ed Harris,4,0,0,6,2,1,77
Roman Polanski,4,0,0,2,15,8,2
Brad Pitt,4,0,0,6,0,0,43
Neil Simon,4,0,2,0,0,12,0
William Rose,4,0,1,0,0,5,4
Holly Hunter,4,0,2,7,0,0,26
Marsha Mason,4,0,1,4,0,0,6
Viola Davis,4,0,1,5,0,0,24
Mark Ruffalo,4,0,0,3,1,0,38
Diane Keaton,4,0,3,9,1,0,34
Charles Boyer,4,0,0,1,0,0,8
Helen Mirren,4,0,2,16,0,0,37
Norman Krasna,4,0,0,0,0,2,0
Ben Kingsley,4,0,1,7,0,0,48
Walter Brennan,4,0,0,0,0,0,9
Willem Dafoe,4,0,0,3,0,0,64
Federico Fellini,4,0,0,0,5,5,0
Robin Williams,4,0,2,10,0,0,44
Julie Christie,4,0,5,3,0,0,15
Alan Arkin,4,0,0,7,0,0,32
George C. Scott,4,0,0,5,0,0,14
Robert Riskin,4,0,0,0,0,1,0
Barry Levinson,4,0,0,2,21,8,2
Frank Lloyd,4,0,0,0,3,1,0
Walter Huston,4,0,0,1,0,0,5
Renée Zellweger,4,0,1,7,0,0,25
Javier Bardem,4,0,0,4,0,0,20
Anjelica Huston,3,0,3,8,2,0,31
Rod Steiger,3,0,0,2,0,0,22
Sylvester Stallone,3,0,1,2,7,16,49
Ryan Gosling,3,0,1,5,1,1,21
Peter Ustinov,3,0,0,3,0,0,12
Laura Dern,3,0,1,8,0,0,30
Milos Forman,3,0,0,4,7,1,4
Written by Woody Allen,3,0,0,0,0,0,0
James Mason,3,0,2,3,0,0,13
Greta Garbo,3,0,0,0,0,0,1
George Lucas,3,0,0,2,6,14,0
Gary Oldman,3,0,2,1,1,1,43
Tom Cruise,3,0,1,7,0,1,38
Jason Robards,3,0,0,0,0,0,20
Bernardo Bertolucci,3,0,0,3,9,6,0
David Fincher,3,0,0,3,10,0,0
Preston Sturges,3,0,0,0,2,5,0
Ronald Colman,3,0,0,1,0,0,6
James L. Brooks,3,0,0,3,6,6,1
Sigourney Weaver,3,0,1,7,0,0,44
Claudette Colbert,3,0,0,1,0,0,2
Dalton Trumbo,3,0,0,0,1,8,1
Joan Allen,3,0,1,3,0,0,22
William Powell,3,0,0,0,0,0,2
Joan Crawford,3,0,0,1,0,0,9
Charles Coburn,3,0,0,0,0,0,6
John Schlesinger,3,0,0,3,10,0,0
Clark Gable,3,0,0,2,0,0,2
Carol Reed,3,0,0,1,1,0,0
Dame Edith Evans,3,0,0,0,0,0,0
Teresa Wright,3,0,0,0,0,0,4
Charles Laughton,3,0,0,1,1,0,4
Stanley Kramer,3,0,0,5,5,0,0
Robert Rossen,3,0,0,1,0,1,0
Marcello Mastroianni,3,0,0,4,0,0,9
Anne Revere,3,0,0,0,0,0,1
Lewis Milestone,3,0,0,0,3,0,0
Marisa Tomei,3,0,0,2,0,0,32
Diane Ladd,3,0,0,4,1,1,19
Quentin Tarantino,3,0,0,4,9,12,6
Angela Lansbury,3,0,0,15,0,0,12
Jack Palance,3,0,0,1,0,0,11
Ang Lee,3,0,0,4,16,6,8
Clifton Webb,3,0,0,2,0,0,1
Gloria Swanson,3,0,0,2,0,0,2
Debra Winger,3,0,1,4,0,0,13
Terrence Malick,3,0,0,1,6,6,0
Bing Crosby,3,0,0,1,0,0,4
Laura Linney,3,0,0,6,0,0,27
Stephen Daldry,3,0,0,2,4,0,0
Julie Andrews,3,0,1,10,0,0,16
Russell Crowe,3,0,1,6,1,0,31
Will Smith,3,0,0,5,0,0,27
Gladys Cooper,3,0,0,0,0,0,3
Sidney Howard,3,0,0,0,0,6,0
Gig Young,3,0,0,2,0,0,1
Dianne Wiest,3,0,1,4,0,0,23
Alvin Sargent,3,0,1,0,0,9,0
Maximilian Schell,3,0,0,4,0,0,11
Celeste Holm,3,0,0,1,0,0,2
Viggo Mortensen,3,0,2,4,0,0,31
Piper Laurie,3,0,0,4,0,0,14
Steven Soderbergh,3,0,0,2,29,5,0
Sydney Pollack,3,0,0,3,11,0,10
Humphrey Bogart,3,0,0,0,0,0,13
Frances Marion,3,0,0,0,0,1,0
Charles Bickford,3,0,0,0,0,0,5
Nick Nolte,3,0,0,5,0,0,49
"Frances Goodrich, Albert Hackett",3,0,0,0,0,1,0
Jessica Chastain,3,0,0,5,0,0,21
James Cagney,3,0,0,0,0,0,5
Hans Kraly,3,0,0,0,0,0,0
Fay Bainter,3,0,0,1,0,0,3
Wendy Hiller,3,0,2,2,0,0,1
Edward Norton,3,0,0,2,2,1,24
Faye Dunaway,3,0,2,10,0,0,29
Billy Bob Thornton,3,0,0,6,3,3,43
Norman Jewison,3,0,0,3,14,0,1
Joe Pesci,3,0,0,3,0,0,19
Natalie Portman,3,0,1,4,1,1,28
Alexander Payne,3,0,0,4,7,8,0
Matt Damon,3,0,1,6,0,3,44
Dudley Nichols,3,0,0,0,0,3,0
Octavia Spencer,3,0,0,3,0,0,30
Martin Landau,3,0,1,3,0,0,21
William Holden,3,0,0,0,0,0,11
"Ruth Gordon, Garson Kanin",3,0,0,0,0,0,0
"Norman Panama, Melvin Frank",3,0,0,0,0,0,0
Ruth Prawer Jhabvala,3,0,4,0,0,8,0
John Cassavetes,3,0,0,2,0,2,5
David O. Russell,3,0,0,2,9,7,0
Horton Foote,3,0,0,0,0,3,1
Anthony Minghella,3,0,0,3,5,5,0
Johnny Depp,3,0,0,10,0,0,44
Bob Fosse,3,0,0,2,0,1,0
Robert Downey Jr.,3,0,1,4,0,0,49
Ernst Lubitsch,3,0,0,0,0,0,0
Claire Trevor,3,0,0,0,0,0,1
John Boorman,3,0,0,2,12,5,0
Alan Jay Lerner,3,0,0,0,0,4,0
Sally Field,3,0,1,11,1,0,20
Charlize Theron,3,0,1,6,0,0,34
Carey Mulligan,3,0,0,1,0,0,13
Walter Matthau,3,0,0,8,0,0,21
Kirk Douglas,3,0,0,3,0,0,12
"Billy Wilder, I. A. L. Diamond",3,0,0,0,0,0,0
Woody Harrelson,3,0,0,4,0,0,57
Written by Quentin Tarantino,3,0,0,0,0,0,0
Sam Wood,3,0,0,0,1,0,0
Arthur Penn,3,0,0,1,4,0,0
David Lynch,3,0,0,2,10,8,2
Louis Malle,3,0,0,1,3,1,0
Lamar Trotti,3,0,0,0,0,3,0
Melvyn Douglas,3,0,0,3,0,0,5
Olivia Colman,3,0,1,3,0,0,7
Ernest Lehman,3,0,0,0,0,4,0
Michelle Pfeiffer,3,0,2,7,0,0,37
Written by Mike Leigh,3,0,0,0,0,0,0
Ridley Scott,3,0,1,4,24,0,0
James Ivory,3,0,1,3,11,2,0
Robert Redford,3,0,0,6,9,0,27
Eleanor Parker,3,0,0,1,0,0,3
Written by Martin McDonagh,3,0,0,0,0,0,0
Christopher Plummer,3,0,0,4,0,0,48
Natalie Wood,3,0,0,6,0,0,6
Jane Campion,3,0,0,1,5,4,0
Charles Chaplin,3,0,0,0,8,9,8
Joan Fontaine,3,0,0,0,0,0,4
José Ferrer,3,0,0,1,0,0,6
Tennessee Williams,2,0,0,0,0,3,0
Melissa Leo,2,0,0,1,0,0,31
Ralph Fiennes,2,0,1,5,0,0,36
Robert Pirosh,2,0,0,0,0,0,0
Graham Greene,2,0,0,0,0,6,17
Ralph Richardson,2,0,2,0,0,0,5
T. E. B. Clarke,2,0,0,0,0,0,0
Written for the screen by Joel Coen & Ethan Coen,2,0,0,0,0,0,0
Roy Scheider,2,0,0,1,0,0,17
Anne Hathaway,2,0,0,3,0,0,28
Peter Finch,2,0,5,2,0,0,5
James Whitmore,2,0,0,2,0,0,13
Written by Mark Boal,2,0,0,0,0,0,0
Angela Bassett,2,0,0,1,0,0,27
Jeremy Renner,2,0,0,1,0,0,24
Karl Malden,2,0,0,3,0,0,11
Colin Firth,2,0,0,2,0,0,34
Mercedes McCambridge,2,0,0,1,0,0,3
"Edna Anhalt, Edward Anhalt",2,0,0,0,0,0,0
Elsa Lanchester,2,0,0,1,0,0,3
Michael Shannon,2,0,0,1,0,0,37
Written by Joel Coen & Ethan Coen,2,0,0,0,0,0,0
Cesare Zavattini,2,0,0,0,0,1,0
Sandra Bullock,2,0,0,5,0,0,34
Mildred Dunnock,2,0,0,3,0,0,3
John Wayne,2,0,0,1,1,0,8
Vincente Minnelli,2,0,0,3,9,0,0
Winona Ryder,2,0,1,3,0,0,28
Richard Jenkins,2,0,0,1,0,0,53
Screenplay by Nick Hornby,2,0,0,0,0,0,0
"Richard Schweizer, David Wechsler",2,0,0,0,0,0,0
Christoph Waltz,2,0,0,3,0,0,13
"David Lean, Anthony Havelock-Allan, Ronald Neame",2,0,0,0,0,0,0
Joel Coen and Ethan Coen,2,0,0,0,0,0,0
Sophia Loren,2,0,0,3,0,0,5
Tom Wilkinson,2,0,0,4,0,0,39
Ruth Gordon,2,0,0,3,0,1,3
Ethan Hawke,2,0,0,1,2,1,43
Jules Dassin,2,0,0,0,2,2,1
Ron Howard,2,0,0,5,26,2,7
Shirley Knight,2,0,0,3,0,0,15
Peter Jackson,2,0,0,4,11,2,1
Helen Hunt,2,0,0,8,1,0,20
Helena Bonham Carter,2,0,1,8,0,0,31
Peter Falk,2,0,0,9,0,0,16
Robert Bolt,2,0,0,0,0,5,0
Frederic Raphael,2,0,0,0,0,2,0
Robert Anderson,2,0,0,0,0,0,3
Steve McQueen,2,0,0,5,4,3,8
Paul Scofield,2,0,2,2,0,0,3
Simone Signoret,2,0,0,2,0,0,0
Hugh Griffith,2,0,1,2,0,0,6
Lynn Redgrave,2,0,1,3,0,0,10
"Nedrick Young, Harold Jacob Smith",2,0,0,0,0,0,0
Screenplay by David Hare,2,0,0,0,0,0,0
Screenplay by Ronald Harwood,2,0,0,0,0,0,0
Robert Wise,2,0,0,5,7,0,0
Sidney Poitier,2,0,0,7,2,0,7
Written by Kenneth Lonergan,2,0,0,0,0,0,0
Tom Courtenay,2,0,2,1,0,0,13
Jason Reitman,2,0,0,1,8,4,0
Gus Van Sant,2,0,0,0,14,5,1
John Gielgud,2,0,2,3,0,0,18
"Irving Ravetch, Harriet Frank, Jr.",2,0,0,0,0,0,0
Kim Stanley,2,0,0,1,0,0,1
Joyce Redman,2,0,0,1,0,0,0
Jude Law,2,0,0,4,0,0,31
Patricia Neal,2,0,0,2,0,0,5
Ian McKellen,2,0,0,3,0,0,27
Janet McTeer,2,0,0,4,0,1,10
Rex Harrison,2,0,1,4,0,0,4
Richard Harris,2,0,1,2,0,1,15
Hilary Swank,2,0,1,3,0,0,18
Michael Cacoyannis,2,0,0,1,2,2,0
Angelina Jolie,2,0,0,6,3,2,31
Catherine Keener,2,0,0,2,0,0,41
Samantha Morton,2,0,0,2,0,0,21
Roberto Benigni,2,0,0,0,3,3,6
Sam Mendes,2,0,0,3,7,0,0
M. Night Shyamalan,2,0,0,0,13,15,6
Benicio Del Toro,2,0,1,0,1,0,31
Marcia Gay Harden,2,0,0,0,0,0,34
James Cameron,2,0,0,2,7,10,0
Atom Egoyan,2,0,0,0,7,4,1
Abby Mann,2,0,0,0,0,1,0
Djimon Hounsou,2,0,0,1,0,0,28
Juliette Binoche,2,0,1,3,0,0,31
Naomi Watts,2,0,0,1,0,0,36
Emily Watson,2,0,0,5,0,0,21
Written by Noah Baumbach,2,0,0,0,0,0,0
Judy Garland,2,0,0,2,0,0,5
Edmond O'Brien,2,0,0,3,1,0,6
Lee J. Cobb,2,0,0,2,0,0,6
Millard Kaufman,2,0,0,0,0,1,0
"Betty Comden, Adolph Green",2,0,0,0,0,3,0
Nicolas Cage,2,0,1,4,0,0,69
Liza Minnelli,2,0,1,6,0,0,7
"Beirne Lay, Jr.",2,0,0,0,0,0,0
Dyan Cannon,2,0,0,3,0,0,12
Goldie Hawn,2,0,1,8,0,0,14
Grace Kelly,2,0,0,2,0,0,2
Sylvia Miles,2,0,0,0,0,0,7
Leslie Caron,2,0,1,3,0,0,5
George Roy Hill,2,0,0,0,5,0,0
Frank Sinatra,2,0,0,3,0,0,4
Eddie Albert,2,0,0,2,0,0,11
Frank Darabont,2,0,0,0,4,3,0
Paul Attanasio,2,0,1,0,0,4,0
Casey Affleck,2,0,1,2,1,2,26
Michael Wilson,2,0,0,0,0,1,1
Marion Cotillard,2,0,0,3,0,0,27
William Goldman,2,0,2,0,0,16,0
John Michael Hayes,2,0,0,0,0,6,0
Kevin Spacey,2,0,0,8,2,1,39
Bennett Miller,2,0,0,0,3,0,0
Barbra Streisand,2,0,2,11,3,1,13
Mark Robson,2,0,0,0,1,0,0
Brenda Blethyn,2,0,0,3,0,0,20
Estelle Parsons,2,0,0,0,0,0,3
Jamie Foxx,2,0,0,3,0,0,28
Eileen Heckart,2,0,0,1,0,0,4
Screenplay by David Magee,2,0,0,0,0,0,0
Mike Figgis,2,0,1,1,5,4,0
Tim Robbins,2,0,1,4,2,2,28
Mel Gibson,2,0,0,4,5,3,37
"Melville Shavelson, Jack Rose",2,0,0,0,0,0,0
John Sayles,2,0,0,0,15,18,5
James Dean,2,0,0,0,0,1,4
Paul Osborn,2,0,0,0,1,3,0
John Malkovich,2,0,1,3,0,0,42
Paul Giamatti,2,0,0,5,0,0,43
Joshua Logan,2,0,0,2,2,0,0
Keira Knightley,2,0,0,3,0,0,24
Reese Witherspoon,2,0,0,6,0,0,30
Rachel Weisz,2,0,0,3,0,0,28
Anna Magnani,2,0,0,3,0,0,1
Arthur O'Connell,2,0,0,0,0,0,3
Sal Mineo,2,0,0,1,0,0,4
Heath Ledger,2,0,0,2,0,0,12
Arnold Schulman,2,0,1,0,0,2,0
Ann-Margret,2,0,0,9,0,0,11
Lina Wertmüller,2,0,0,0,0,0,0
Marjorie Rambeau,2,0,0,0,0,0,3
Richard Dreyfuss,2,0,0,4,0,0,33
John Travolta,2,0,1,7,0,0,43
Melinda Dillon,2,0,0,0,0,0,11
Henry Fonda,2,0,0,2,0,0,16
Adam Driver,2,0,1,2,0,0,13
Sidney Buchman,2,0,0,0,0,1,0
Jean Simmons,2,0,0,6,0,0,9
Peter Shaffer,2,0,1,0,0,1,0
Joan Cusack,2,0,0,1,0,0,32
Yorgos Lanthimos,2,0,0,0,2,1,0
"Woody Allen, Marshall Brickman",2,0,2,0,0,4,0
Vivien Leigh,2,0,1,1,0,0,2
Bruce Dern,2,0,0,3,0,0,39
Richard Farnsworth,2,0,0,3,0,0,10
John Hurt,2,0,1,2,0,0,48
Christopher Walken,2,0,0,1,0,0,59
Jill Clayburgh,2,0,1,4,0,0,11
Max von Sydow,2,0,0,2,0,0,34
Irving Berlin,2,0,0,0,0,0,0
Scarlett Johansson,2,0,2,5,0,0,42
Christopher Nolan,2,0,0,2,10,8,0
Alan J. Pakula,2,0,0,1,9,3,0
John Garfield,2,0,0,0,0,0,2
Nunnally Johnson,2,0,0,0,1,4,0
Kevin Costner,2,0,1,5,3,0,36
Adam McKay,2,0,1,1,7,7,0
Spike Lee,2,0,0,2,19,8,8
Burgess Meredith,2,0,0,1,0,0,15
Jack Warden,2,0,0,0,0,0,23
Isabelle Adjani,2,0,0,0,0,0,9
Emeric Pressburger,2,0,0,0,1,1,0
Andrew Garfield,2,0,1,2,0,0,10
Mahershala Ali,2,0,0,2,0,0,12
Monty Woolley,2,0,0,0,0,0,1
Walter Pidgeon,2,0,0,0,0,0,3
Lillian Hellman,2,0,0,0,0,1,0
Philip Dunne,2,0,0,0,1,3,0
"Charles Brackett, Billy Wilder",2,0,0,0,0,1,0
Jim Sheridan,2,0,0,1,5,1,1
Jessica Tandy,2,0,2,4,0,0,13
Daniel Kaluuya,2,0,1,1,0,0,5
Orson Welles,2,0,0,1,4,5,9
Cary Grant,2,0,0,5,0,0,6
Sam Rockwell,2,0,0,3,0,0,38
Margot Robbie,2,0,3,2,0,0,12
Alan Parker,2,0,1,3,12,4,0
Robert Donat,2,0,1,1,0,0,0
Robert Getchell,2,0,1,0,0,1,0
Leslie Howard,2,0,0,0,0,0,5
Helen Hayes,2,0,0,2,0,0,1
Harold Pinter,2,0,3,0,0,4,3
Rowland Brown,2,0,0,0,0,0,0
Kurt Luedtke,2,0,1,0,0,1,0
Norman Taurog,2,0,0,0,3,0,0
Josef Von Sternberg,2,0,0,0,3,0,0
Marie Dressler,2,0,0,0,0,0,1
Charles Durning,2,0,0,4,0,0,35
John Lithgow,2,0,0,5,0,0,35
Wolfgang Petersen,2,0,0,0,10,2,0
Wallace Beery,2,0,0,0,0,0,1
George Arliss,2,0,0,0,0,0,1
Whoopi Goldberg,2,0,1,3,0,0,31
Lionel Barrymore,2,0,0,0,0,0,4
Ruth Chatterton,2,0,0,0,0,0,0
Julie Walters,2,0,4,2,0,0,20
Cher,2,0,1,6,115,108,973
Roland Joffé,2,0,0,2,12,3,0
Frank Borzage,2,0,0,0,3,0,0
Judy Davis,2,0,2,6,0,0,17
Janet Gaynor,2,0,0,0,0,0,1
James Woods,2,0,0,9,0,0,39
Bo Goldman,2,0,1,0,0,6,0
Written by Rian Johnson,2,0,0,0,0,0,0
Robert Lord,2,0,0,0,0,1,0
Lasse Hallström,2,0,0,0,16,1,0
William Wellman,2,0,0,0,0,0,1
Bette Midler,2,0,1,7,0,0,20
Dame May Whitty,2,0,0,0,0,0,0
Peter Yates,2,0,0,2,10,0,0
Thomas Mitchell,2,0,0,0,0,0,7
Robert Montgomery,2,0,0,0,0,0,1
"Pierre Collings, Sheridan Gibney",2,0,0,0,0,0,0
Gregory La Cava,2,0,0,0,2,0,0
Gale Sondergaard,2,0,0,0,0,0,1
Maria Ouspenskaya,2,0,0,0,0,0,0
Alice Brady,2,0,0,0,0,0,1
Beulah Bondi,2,0,0,0,0,0,4
Luise Rainer,2,0,0,0,0,0,0
Judd Hirsch,2,0,0,8,0,0,7
Akim Tamiroff,2,0,0,1,0,0,5
Basil Rathbone,2,0,0,0,0,0,4
Moss Hart,2,0,0,0,0,1,0
Victor McLaglen,2,0,0,0,0,0,3
W. S. Van Dyke,2,0,0,0,0,0,0
Frank Morgan,2,0,0,0,0,0,1
J. Carrol Naish,2,0,0,0,0,0,2
Geena Davis,2,0,1,4,0,0,18
Talia Shire,2,0,0,1,0,0,15
Jonah Hill,2,0,0,2,0,0,30
Alejandro G. Iñárritu,2,0,1,0,5,2,0
Otto Preminger,2,0,0,2,5,0,0
Neil Jordan,2,0,0,1,12,7,1
Miranda Richardson,2,0,3,7,0,0,23
John Steinbeck,2,0,0,0,0,3,0
Gloria Grahame,2,0,0,1,0,0,8
Loretta Young,2,0,0,2,0,0,5
Albert Maltz,2,0,0,0,0,2,0
J.K. Simmons,2,0,0,1,0,0,54
Eddie Redmayne,2,0,1,2,0,0,16
Benedict Cumberbatch,2,0,0,3,0,0,21
Robert Towne,2,0,1,0,4,9,1
Madeline Kahn,2,0,0,3,0,0,11
Barry Fitzgerald,2,0,0,1,0,0,6
Edmund Gwenn,2,0,0,2,0,0,4
Rooney Mara,2,0,0,2,0,0,13
Alfonso Cuarón,2,0,0,2,7,4,0
Melissa McCarthy,2,0,1,2,0,3,15
Sally Hawkins,2,0,1,3,0,0,17
Peter Sellers,2,0,3,5,0,0,14
Michael Fassbender,2,0,1,3,0,0,24
Liv Ullmann,2,0,0,5,2,1,6
John Singleton,2,0,0,0,9,5,0
Vincent Gardenia,2,0,0,0,0,0,8
Philip Yordan,2,0,0,0,0,2,0
Anne Baxter,2,0,0,1,0,0,3
William Friedkin,2,0,0,2,15,3,0
Julius J. Epstein,2,0,0,0,0,3,0
Henry King,2,0,0,1,1,1,7
Mary McDonnell,2,0,0,2,0,0,11
Richard Murphy,2,0,0,0,0,0,1
Written by Damien Chazelle,2,0,0,0,0,0,0
Jacki Weaver,2,0,0,1,0,0,11
Stephen Frears,2,0,0,1,16,0,0
Cecil Kellaway,2,0,0,0,0,0,6
Steven Zaillian,2,0,2,0,3,11,0
Gena Rowlands,2,0,0,8,0,0,15
Burt Reynolds,1,0,0,7,3,0,48
Richard Price,1,0,0,0,0,7,0
Tess Harper,1,0,0,1,0,0,16
Stephen Rea,1,0,1,1,0,1,25
Mary Elizabeth Mastrantonio,1,0,0,1,0,0,10
Stockard Channing,1,0,0,2,0,0,24
Greg Kinnear,1,0,0,1,0,0,34
"Hesper Anderson, Mark Medoff",1,0,1,0,0,0,0
Harrison Ford,1,0,1,4,0,0,41
Gwyneth Paltrow,1,0,0,2,0,0,32
Beth Henley,1,0,0,0,0,2,0
Richard Friedenberg,1,0,0,0,0,3,1
Pete Postlethwaite,1,0,0,0,0,0,20
Peggy Ashcroft,1,0,3,2,0,0,1
Kim Basinger,1,0,0,2,0,0,31
Marlee Matlin,1,0,0,3,0,0,3
Dennis Hopper,1,0,0,2,5,1,44
Denholm Elliott,1,0,2,0,0,0,17
Fernanda Montenegro,1,0,0,1,0,0,5
Kathleen Turner,1,0,0,4,0,0,18
"Raynold Gideon, Bruce A. Evans",1,0,0,0,0,0,0
Rachel Griffiths,1,0,0,4,1,0,14
Tom Berenger,1,0,0,1,0,0,28
Sean Connery,1,0,4,2,0,0,38
Anna Paquin,1,0,0,5,0,0,25
"Pat Conroy, Becky Johnston",1,0,0,0,0,0,0
Albert Brooks,1,0,0,1,3,3,21
Arthur Miller,1,0,0,0,0,4,0
John Hodge,1,0,1,0,0,9,0
"Ethan Coen, Joel Coen",1,0,0,1,7,5,0
Ted Tally,1,0,1,0,0,7,0
James Toback,1,0,0,0,6,8,1
Cameron Crowe,1,0,0,0,7,7,0
Haing S. Ngor,1,0,0,1,0,0,4
Screenplay by Jan Sardi;  Story by Scott Hicks,1,0,0,0,0,0,0
Richard LaGravenese,1,0,0,0,5,11,0
"George Miller, Nick Enright",1,0,0,0,0,1,0
John Madden,1,0,0,1,10,0,0
